ocid,character_name,date,character_class,remain_ap,list_field,list_index,final_stat_stat_name,final_stat_stat_value
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,9,스탠스,100
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,10,방어력,99999
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,11,이동속도,171
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,12,점프력,123
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,13,스타포스,323
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,14,아케인포스,1380
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,15,어센틱포스,770
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,16,STR,71359
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,17,DEX,10467
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,18,INT,6163
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,19,LUK,7164
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,20,HP,58445
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,21,MP,40906
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,22,AP 배분 STR,1503
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,23,AP 배분 DEX,4
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,24,AP 배분 INT,4
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,25,AP 배분 LUK,4
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,26,AP 배분 HP,0
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,27,AP 배분 MP,0
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,28,아이템 드롭률,291
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,29,메소 획득량,256
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,30,버프 지속시간,55
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,31,공격 속도,5
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,32,일반 몬스터 데미지,126.00
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,33,재사용 대기시간 감소 (초),2
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,34,재사용 대기시간 감소 (%),6
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,35,재사용 대기시간 미적용,7
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,36,속성 내성 무시,5.00
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,37,상태이상 추가 데미지,6.00
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,38,무기 숙련도,91
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,39,추가 경험치 획득,749.00
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,40,공격력,9817
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,41,마력,2011
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,42,전투력,299871691
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,final_stat,43,소환수 지속시간 증가,20
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,0,최소 스탯공격력,218986009
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,1,최대 스탯공격력,257630597
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,2,데미지,69.00
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,3,보스 몬스터 데미지,585.00
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,4,최종 데미지,61.77
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,5,방어율 무시,94.77
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,6,크리티컬 확률,109
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,7,크리티컬 데미지,136.15
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,8,상태이상 내성,68
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,9,스탠스,100
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,10,방어력,79788
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,11,이동속도,170
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,12,점프력,123
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,13,스타포스,440
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,14,아케인포스,1350
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,15,어센틱포스,790
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,16,STR,9801
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,17,DEX,12167
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,18,INT,9426
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,19,LUK,111728
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,20,HP,53840
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,21,MP,27074
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,22,AP 배분 STR,4
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,23,AP 배분 DEX,4
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,24,AP 배분 INT,4
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,25,AP 배분 LUK,1498
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,26,AP 배분 HP,-438
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,27,AP 배분 MP,88
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,28,아이템 드롭률,27
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,29,메소 획득량,31
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,30,버프 지속시간,55
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,31,공격 속도,6
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,32,일반 몬스터 데미지,52.00
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,33,재사용 대기시간 감소 (초),5
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,34,재사용 대기시간 감소 (%),6
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,35,재사용 대기시간 미적용,3
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,36,속성 내성 무시,5.00
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,37,상태이상 추가 데미지,14.00
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,38,무기 숙련도,85
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,39,추가 경험치 획득,244.00
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,40,공격력,11730
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,41,마력,3276
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,42,전투력,959453646
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,final_stat,43,소환수 지속시간 증가,10
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,0,최소 스탯공격력,62315438
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,1,최대 스탯공격력,69239374
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,2,데미지,77.00
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,3,보스 몬스터 데미지,431.00
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,4,최종 데미지,58.30
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,5,방어율 무시,95.13
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,6,크리티컬 확률,90
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,7,크리티컬 데미지,121.05
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,8,상태이상 내성,65
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,9,스탠스,100
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,10,방어력,99999
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,11,이동속도,170
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,12,점프력,123
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,13,스타포스,244
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,14,아케인포스,1350
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,15,어센틱포스,770
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,16,STR,64835
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,17,DEX,8819
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,18,INT,5767
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,19,LUK,5266
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,20,HP,112517
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,21,MP,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,22,AP 배분 STR,1488
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,23,AP 배분 DEX,4
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,24,AP 배분 INT,4
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,25,AP 배분 LUK,4
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,26,AP 배분 HP,-197
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,27,AP 배분 MP,0
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,28,아이템 드롭률,247
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,29,메소 획득량,147
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,30,버프 지속시간,89
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,31,공격 속도,4
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,32,일반 몬스터 데미지,66.00
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,33,재사용 대기시간 감소 (초),5
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,34,재사용 대기시간 감소 (%),6
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,35,재사용 대기시간 미적용,7
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,36,속성 내성 무시,5.00
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,37,상태이상 추가 데미지,0.00
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,38,무기 숙련도,90
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,39,추가 경험치 획득,289.00
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,40,공격력,6877
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,41,마력,1628
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,42,전투력,203890935
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,final_stat,43,소환수 지속시간 증가,10
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,0,최소 스탯공격력,160142610
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,1,최대 스탯공격력,175980887
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,2,데미지,141.00
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,3,보스 몬스터 데미지,353.00
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,4,최종 데미지,126.51
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,5,방어율 무시,90.16
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,6,크리티컬 확률,93
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,7,크리티컬 데미지,103.35
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,8,상태이상 내성,75
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,9,스탠스,100
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,10,방어력,52858
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,11,이동속도,170
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,12,점프력,123
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,13,스타포스,391
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,14,아케인포스,1360
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,15,어센틱포스,770
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,16,STR,6362
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,17,DEX,9704
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,18,INT,5608
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,19,LUK,67664
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,20,HP,51008
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,21,MP,32659
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,22,AP 배분 STR,4
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,23,AP 배분 DEX,4
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,24,AP 배분 INT,4
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,25,AP 배분 LUK,1493
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,26,AP 배분 HP,0
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,27,AP 배분 MP,0
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,28,아이템 드롭률,247
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,29,메소 획득량,147
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,30,버프 지속시간,110
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,31,공격 속도,5
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,32,일반 몬스터 데미지,111.00
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,33,재사용 대기시간 감소 (초),5
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,34,재사용 대기시간 감소 (%),6
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,35,재사용 대기시간 미적용,7
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,36,속성 내성 무시,5.00
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,37,상태이상 추가 데미지,0.00
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,38,무기 숙련도,91
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,39,추가 경험치 획득,319.00
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,40,공격력,8845
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,41,마력,2141
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,42,전투력,261380639
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,final_stat,43,소환수 지속시간 증가,10
