ocid,character_name,date,list_field,list_index,character_hexa_core_equipment_hexa_core_name,character_hexa_core_equipment_hexa_core_level,character_hexa_core_equipment_hexa_core_type,character_hexa_core_equipment_linked_skill
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,character_hexa_core_equipment,5,로즈 카르트 피날레 VI/라모르 카르트,30,마스터리 코어,"[{""hexa_skill_id"": ""로즈 카르트 피날레 VI""}, {""hexa_skill_id"": ""라모르 카르트""}]"
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,character_hexa_core_equipment,6,조커,30,강화 코어,"[{""hexa_skill_id"": ""조커 강화""}]"
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,character_hexa_core_equipment,7,블랙잭,30,강화 코어,"[{""hexa_skill_id"": ""블랙잭 강화""}]"
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,character_hexa_core_equipment,8,마크 오브 팬텀,30,강화 코어,"[{""hexa_skill_id"": ""마크 오브 팬텀 강화""}]"
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,character_hexa_core_equipment,9,리프트 브레이크,30,강화 코어,"[{""hexa_skill_id"": ""리프트 브레이크 강화""}]"
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,character_hexa_core_equipment,10,솔 야누스,30,공용 코어,"[{""hexa_skill_id"": ""솔 야누스""}, {""hexa_skill_id"": ""솔 야누스 : 새벽""}, {""hexa_skill_id"": ""솔 야누스 : 황혼""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,0,사일런스,30,스킬 코어,"[{""hexa_skill_id"": ""사일런스""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,1,스티지언 커맨드,30,스킬 코어,"[{""hexa_skill_id"": ""스티지언 커맨드""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,2,퀸터플 스로우 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""퀸터플 스로우 VI""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,3,쉐도우 배트 VI/래버너스 배트 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""쉐도우 배트 VI""}, {""hexa_skill_id"": ""래버너스 배트 VI""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,4,다크니스 오멘 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""다크니스 오멘 VI""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,5,도미니언 VI/어비셜 다크니스,30,마스터리 코어,"[{""hexa_skill_id"": ""도미니언 VI""}, {""hexa_skill_id"": ""어비셜 다크니스""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,6,쉐도우 스피어,30,강화 코어,"[{""hexa_skill_id"": ""쉐도우 스피어 강화""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,7,쉐도우 서번트 익스텐드/쉐도우 쉬프트,30,강화 코어,"[{""hexa_skill_id"": ""쉐도우 서번트 익스텐드/쉐도우 쉬프트 강화""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,8,쉐도우 바이트,30,강화 코어,"[{""hexa_skill_id"": ""쉐도우 바이트 강화""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,9,래피드 스로우,30,강화 코어,"[{""hexa_skill_id"": ""래피드 스로우 강화""}]"
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,character_hexa_core_equipment,10,솔 야누스,30,공용 코어,"[{""hexa_skill_id"": ""솔 야누스""}, {""hexa_skill_id"": ""솔 야누스 : 새벽""}, {""hexa_skill_id"": ""솔 야누스 : 황혼""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,0,데드 스페이스,30,스킬 코어,"[{""hexa_skill_id"": ""데드 스페이스""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,1,다크 헬리덤,30,스킬 코어,"[{""hexa_skill_id"": ""다크 헬리덤""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,2,궁니르 디센트 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""궁니르 디센트 VI""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,3,다크 임페일 VI/다크 신서시스 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""다크 임페일 VI""}, {""hexa_skill_id"": ""다크 신서시스 VI""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,4,파이널 어택 VI/비홀더스 리벤지 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""파이널 어택 VI""}, {""hexa_skill_id"": ""비홀더스 리벤지 VI""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,5,비홀더 쇼크 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""비홀더 쇼크 VI""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,6,다크 스피어,30,강화 코어,"[{""hexa_skill_id"": ""다크 스피어 강화""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,7,비홀더 임팩트,30,강화 코어,"[{""hexa_skill_id"": ""비홀더 임팩트 강화""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,8,피어스 사이클론,30,강화 코어,"[{""hexa_skill_id"": ""피어스 사이클론 강화""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,9,다크니스 오라,30,강화 코어,"[{""hexa_skill_id"": ""다크니스 오라 강화""}]"
99ed98f4328a0f5dd00215634c2b5e08,밍뿌이,2026-01-05T00:00+09:00,character_hexa_core_equipment,10,솔 야누스,30,공용 코어,"[{""hexa_skill_id"": ""솔 야누스""}, {""hexa_skill_id"": ""솔 야누스 : 새벽""}, {""hexa_skill_id"": ""솔 야누스 : 황혼""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,0,카르마 블레이드,30,스킬 코어,"[{""hexa_skill_id"": ""카르마 블레이드""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,1,야마즈 디크리,30,스킬 코어,"[{""hexa_skill_id"": ""야마즈 디크리""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,2,팬텀 블로우 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""팬텀 블로우 VI""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,3,아수라 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""아수라 VI""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,4,히든 블레이드 VI/생자필멸,30,마스터리 코어,"[{""hexa_skill_id"": ""히든 블레이드 VI""}, {""hexa_skill_id"": ""생자필멸""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,5,블레이드 퓨리 VI/써든레이드 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""블레이드 퓨리 VI""}, {""hexa_skill_id"": ""써든레이드 VI""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,6,블레이드 스톰,30,강화 코어,"[{""hexa_skill_id"": ""블레이드 스톰 강화""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,7,카르마 퓨리,30,강화 코어,"[{""hexa_skill_id"": ""카르마 퓨리 강화""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,8,블레이드 토네이도,30,강화 코어,"[{""hexa_skill_id"": ""블레이드 토네이도 강화""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,9,헌티드 엣지,30,강화 코어,"[{""hexa_skill_id"": ""헌티드 엣지 강화""}]"
6f24b755863d8bbbc3175f0a29f19c79,파장,2026-01-05T00:00+09:00,character_hexa_core_equipment,10,솔 야누스,30,공용 코어,"[{""hexa_skill_id"": ""솔 야누스""}, {""hexa_skill_id"": ""솔 야누스 : 새벽""}, {""hexa_skill_id"": ""솔 야누스 : 황혼""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,0,홀리 어드밴트,30,스킬 코어,"[{""hexa_skill_id"": ""홀리 어드밴트""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,1,커맨드 오브 헤븐,30,스킬 코어,"[{""hexa_skill_id"": ""커맨드 오브 헤븐""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,2,엔젤레이 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""엔젤레이 VI""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,3,빅뱅 VI/트라이엄프 페더 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""빅뱅 VI""}, {""hexa_skill_id"": ""트라이엄프 페더 VI""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,4,엔젤릭 터치 VI/파운틴 포 엔젤 VI/바하뮤트 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""엔젤릭 터치 VI""}, {""hexa_skill_id"": ""파운틴 포 엔젤 VI""}, {""hexa_skill_id"": ""바하뮤트 VI""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,5,제네시스 VI/헤븐즈 도어 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""제네시스 VI""}, {""hexa_skill_id"": ""헤븐즈 도어 VI""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,6,프레이,30,강화 코어,"[{""hexa_skill_id"": ""프레이 강화""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,7,엔젤 오브 리브라,30,강화 코어,"[{""hexa_skill_id"": ""엔젤 오브 리브라 강화""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,8,피스메이커,30,강화 코어,"[{""hexa_skill_id"": ""피스메이커 강화""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,9,디바인 퍼니시먼트,30,강화 코어,"[{""hexa_skill_id"": ""디바인 퍼니시먼트 강화""}]"
5e41d9e31e522a25dda5f9332fe31af2,emmet7141,2026-01-05T00:00+09:00,character_hexa_core_equipment,10,솔 야누스,30,공용 코어,"[{""hexa_skill_id"": ""솔 야누스""}, {""hexa_skill_id"": ""솔 야누스 : 새벽""}, {""hexa_skill_id"": ""솔 야누스 : 황혼""}]"
728552c2b1045ae3ddaf534d63f1ee37,용찬,2026-01-05T00:00+09:00,character_hexa_core_equipment,0,홀리 어드밴트,30,스킬 코어,"[{""hexa_skill_id"": ""홀리 어드밴트""}]"
728552c2b1045ae3ddaf534d63f1ee37,용찬,2026-01-05T00:00+09:00,character_hexa_core_equipment,1,커맨드 오브 헤븐,30,스킬 코어,"[{""hexa_skill_id"": ""커맨드 오브 헤븐""}]"
728552c2b1045ae3ddaf534d63f1ee37,용찬,2026-01-05T00:00+09:00,character_hexa_core_equipment,2,엔젤레이 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""엔젤레이 VI""}]"
728552c2b1045ae3ddaf534d63f1ee37,용찬,2026-01-05T00:00+09:00,character_hexa_core_equipment,3,빅뱅 VI/트라이엄프 페더 VI,30,마스터리 코어,"[{""hexa_skill_id"": ""빅뱅 VI""}, {""hexa_skill_id"": ""트라이엄프 페더 VI""}]"
