ocid,character_name,date,character_class,use_preset_no,use_available_hyper_stat,hyper_stat_preset_1_remain_point,hyper_stat_preset_2_remain_point,hyper_stat_preset_3_remain_point,list_field,list_index,hyper_stat_preset_1_stat_type,hyper_stat_preset_1_stat_point,hyper_stat_preset_1_stat_level,hyper_stat_preset_1_stat_increase,hyper_stat_preset_2_stat_type,hyper_stat_preset_2_stat_point,hyper_stat_preset_2_stat_level,hyper_stat_preset_2_stat_increase,hyper_stat_preset_3_stat_type,hyper_stat_preset_3_stat_point,hyper_stat_preset_3_stat_level,hyper_stat_preset_3_stat_increase
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,3,,,,,LUK,,0.0,,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,4,,,,,HP,,0.0,,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,5,,,,,MP,,0.0,,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,6,,,,,DF/TF,115.0,9.0,최대 데몬 포스/타임 포스 90 증가,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,7,,,,,크리티컬 확률,,0.0,,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,8,,,,,크리티컬 데미지,440.0,14.0,크리티컬 데미지 14% 증가,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,9,,,,,방어율 무시,115.0,9.0,방어율 무시 27% 증가,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,10,,,,,데미지,345.0,13.0,데미지 39% 증가,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,11,,,,,보스 몬스터 공격 시 데미지 증가,550.0,15.0,보스 몬스터 공격 시 데미지 55% 증가,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,12,,,,,상태 이상 내성,,0.0,,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,13,,,,,공격력/마력,40.0,6.0,공격력과 마력 18 증가,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,14,,,,,획득 경험치,,0.0,,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,15,,,,,아케인포스,,0.0,,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_2,16,,,,,일반 몬스터 공격 시 데미지 증가,,0.0,,,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,0,,,,,,,,,STR,15.0,4.0,힘 120 증가
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,1,,,,,,,,,DEX,3.0,2.0,민첩성 60 증가
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,2,,,,,,,,,INT,,0.0,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,3,,,,,,,,,LUK,,0.0,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,4,,,,,,,,,HP,,0.0,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,5,,,,,,,,,MP,,0.0,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,6,,,,,,,,,DF/TF,115.0,9.0,최대 데몬 포스/타임 포스 90 증가
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,7,,,,,,,,,크리티컬 확률,,0.0,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,8,,,,,,,,,크리티컬 데미지,265.0,12.0,크리티컬 데미지 12% 증가
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,9,,,,,,,,,방어율 무시,40.0,6.0,방어율 무시 18% 증가
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,10,,,,,,,,,데미지,265.0,12.0,데미지 36% 증가
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,11,,,,,,,,,보스 몬스터 공격 시 데미지 증가,345.0,13.0,보스 몬스터 공격 시 데미지 47% 증가
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,12,,,,,,,,,상태 이상 내성,,0.0,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,13,,,,,,,,,공격력/마력,25.0,5.0,공격력과 마력 15 증가
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,14,,,,,,,,,획득 경험치,,0.0,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,15,,,,,,,,,아케인포스,550.0,15.0,아케인포스 100 증가
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,1,1626,1,3,3,hyper_stat_preset_3,16,,,,,,,,,일반 몬스터 공격 시 데미지 증가,,0.0,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,0,STR,25.0,5.0,힘 150 증가,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,1,DEX,7.0,3.0,민첩성 90 증가,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,2,INT,,0.0,,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,3,LUK,,0.0,,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,4,HP,,0.0,,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,5,MP,,0.0,,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,6,DF/TF,,0.0,,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,7,크리티컬 확률,,0.0,,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,8,크리티컬 데미지,150.0,10.0,크리티컬 데미지 10% 증가,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,9,방어율 무시,,0.0,,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,10,데미지,265.0,12.0,데미지 36% 증가,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,11,보스 몬스터 공격 시 데미지 증가,,0.0,,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,12,상태 이상 내성,,0.0,,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,13,공격력/마력,85.0,8.0,공격력과 마력 24 증가,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,14,획득 경험치,550.0,15.0,획득 경험치 10.0% 증가,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,15,아케인포스,,0.0,,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_1,16,일반 몬스터 공격 시 데미지 증가,550.0,15.0,일반 몬스터 공격 시 데미지 55% 증가,,,,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,0,,,,,STR,25.0,5.0,힘 150 증가,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,1,,,,,DEX,15.0,4.0,민첩성 120 증가,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,2,,,,,INT,,0.0,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,3,,,,,LUK,,0.0,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,4,,,,,HP,,0.0,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,5,,,,,MP,,0.0,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,6,,,,,DF/TF,,0.0,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,7,,,,,크리티컬 확률,,0.0,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,8,,,,,크리티컬 데미지,440.0,14.0,크리티컬 데미지 14% 증가,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,9,,,,,방어율 무시,115.0,9.0,방어율 무시 27% 증가,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,10,,,,,데미지,440.0,14.0,데미지 42% 증가,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,11,,,,,보스 몬스터 공격 시 데미지 증가,550.0,15.0,보스 몬스터 공격 시 데미지 55% 증가,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,12,,,,,상태 이상 내성,1.0,1.0,상태 이상 내성 1 증가,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,13,,,,,공격력/마력,40.0,6.0,공격력과 마력 18 증가,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,14,,,,,획득 경험치,,0.0,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,15,,,,,아케인포스,,0.0,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_2,16,,,,,일반 몬스터 공격 시 데미지 증가,,0.0,,,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,0,,,,,,,,,STR,3.0,2.0,힘 60 증가
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,1,,,,,,,,,DEX,,0.0,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,2,,,,,,,,,INT,,0.0,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,3,,,,,,,,,LUK,,0.0,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,4,,,,,,,,,HP,,0.0,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,5,,,,,,,,,MP,,0.0,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,6,,,,,,,,,DF/TF,,0.0,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,7,,,,,,,,,크리티컬 확률,,0.0,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,8,,,,,,,,,크리티컬 데미지,345.0,13.0,크리티컬 데미지 13% 증가
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,9,,,,,,,,,방어율 무시,115.0,9.0,방어율 무시 27% 증가
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,10,,,,,,,,,데미지,265.0,12.0,데미지 36% 증가
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,11,,,,,,,,,보스 몬스터 공격 시 데미지 증가,550.0,15.0,보스 몬스터 공격 시 데미지 55% 증가
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,12,,,,,,,,,상태 이상 내성,,0.0,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,13,,,,,,,,,공격력/마력,3.0,2.0,공격력과 마력 6 증가
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,14,,,,,,,,,획득 경험치,,0.0,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,15,,,,,,,,,아케인포스,345.0,13.0,아케인포스 80 증가
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,1,1644,12,18,18,hyper_stat_preset_3,16,,,,,,,,,일반 몬스터 공격 시 데미지 증가,,0.0,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,0,STR,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,1,DEX,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,2,INT,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,3,LUK,15.0,4.0,운 120 증가,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,4,HP,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,5,MP,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,6,DF/TF,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,7,크리티컬 확률,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,8,크리티컬 데미지,265.0,12.0,크리티컬 데미지 12% 증가,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,9,방어율 무시,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,10,데미지,345.0,13.0,데미지 39% 증가,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,11,보스 몬스터 공격 시 데미지 증가,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,12,상태 이상 내성,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,13,공격력/마력,85.0,8.0,공격력과 마력 24 증가,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,14,획득 경험치,550.0,15.0,획득 경험치 10.0% 증가,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,15,아케인포스,,0.0,,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_1,16,일반 몬스터 공격 시 데미지 증가,345.0,13.0,일반 몬스터 공격 시 데미지 47% 증가,,,,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,0,,,,,STR,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,1,,,,,DEX,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,2,,,,,INT,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,3,,,,,LUK,15.0,4.0,운 120 증가,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,4,,,,,HP,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,5,,,,,MP,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,6,,,,,DF/TF,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,7,,,,,크리티컬 확률,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,8,,,,,크리티컬 데미지,440.0,14.0,크리티컬 데미지 14% 증가,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,9,,,,,방어율 무시,150.0,10.0,방어율 무시 30% 증가,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,10,,,,,데미지,440.0,14.0,데미지 42% 증가,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,11,,,,,보스 몬스터 공격 시 데미지 증가,550.0,15.0,보스 몬스터 공격 시 데미지 55% 증가,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,12,,,,,상태 이상 내성,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,13,,,,,공격력/마력,25.0,5.0,공격력과 마력 15 증가,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,14,,,,,획득 경험치,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,15,,,,,아케인포스,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_2,16,,,,,일반 몬스터 공격 시 데미지 증가,,0.0,,,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_3,0,,,,,,,,,STR,,0.0,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_3,1,,,,,,,,,DEX,,0.0,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,2,1626,21,6,0,hyper_stat_preset_3,2,,,,,,,,,INT,,0.0,
