ocid,character_name,date,character_class,character_v_matrix_remain_slot_upgrade_point,list_field,list_index,character_v_core_equipment_slot_id,character_v_core_equipment_slot_level,character_v_core_equipment_v_core_name,character_v_core_equipment_v_core_type,character_v_core_equipment_v_core_level,character_v_core_equipment_v_core_skill_1,character_v_core_equipment_v_core_skill_2,character_v_core_equipment_v_core_skill_3
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,24,15,0,쓸만한 하이퍼 바디,공용 코어,30,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,25,16,0,쓸만한 샤프 아이즈,공용 코어,30,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,26,17,0,쓸만한 미스틱 도어,공용 코어,30,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,27,18,0,스파이더 인 미러,공용 코어,30,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,28,19,0,크레스트 오브 더 솔라,공용 코어,30,,,
f1694c334dcf895eb519cb69ebd8624f,계란,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,29,1,0,룬의 경험 I,특수 코어,1,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,0,1,0,근원의 기억,직업 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,1,2,0,인피니티 스펠,직업 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,2,3,0,새어 나오는 악몽,직업 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,3,4,0,영원히 굶주리는 짐승,직업 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,4,1,0,어비스 차지드라이브/걷잡을 수 없는 혼돈 강화,강화 코어,60,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,5,2,0,거스트 차지드라이브/채워지지 않는 굶주림 강화,강화 코어,60,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,6,3,0,스칼렛 차지 드라이브/지워지지 않는 상처 강화,강화 코어,60,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,7,4,0,플레인 차지드라이브/기어 다니는 공포/황홀한 구속/끝없는 고통 강화,강화 코어,60,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,8,5,0,잊혀지지 않는 악몽/잊혀지지 않는 흉몽/다가오는 죽음/돌아오는 증오 강화,강화 코어,60,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,9,6,0,멈출 수 없는 본능/멈출 수 없는 충동 강화,강화 코어,60,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,10,1,0,그란디스 여신의 축복,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,11,2,0,매직 서킷 풀드라이브,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,12,3,0,로디드 다이스,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,13,4,0,오버 드라이브,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,14,5,0,에르다 노바,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,15,6,0,에르다의 의지,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,16,7,0,블링크,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,17,8,0,에르다 샤워,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,18,9,0,로프 커넥트,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,19,10,0,쓸만한 홀리 심볼,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,20,11,0,쓸만한 홀리 파운틴,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,21,12,0,쓸만한 윈드 부스터,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,22,13,0,쓸만한 어드밴스드 블레스,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,23,14,0,쓸만한 컴뱃 오더스,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,24,15,0,쓸만한 하이퍼 바디,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,25,16,0,쓸만한 샤프 아이즈,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,26,17,0,쓸만한 미스틱 도어,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,27,18,0,스파이더 인 미러,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,28,19,0,크레스트 오브 더 솔라,공용 코어,30,,,
71e64ae651fb6cd446eb88774ee9b1ac,춥고,2026-01-05T00:00+09:00,아크,0,character_v_core_equipment,29,1,0,일격필살 I,특수 코어,1,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,0,1,0,스프레드 스로우,직업 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,1,2,0,풍마수리검,직업 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,2,3,0,다크로드의 비전서,직업 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,3,4,0,스로우 블래스팅,직업 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,4,1,0,쿼드러플 스로우 강화,강화 코어,60,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,5,2,0,마크 오브 어쌔신 강화,강화 코어,60,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,6,3,0,쇼다운 챌린지/다크 플레어 강화,강화 코어,60,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,7,4,0,포 시즌/써든레이드 강화,강화 코어,60,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,8,5,0,트리플 스로우/슈리켄 챌린지 강화,강화 코어,60,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,9,6,0,윈드 탈리스만/슈리켄 버스트 강화,강화 코어,60,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,10,1,0,메이플월드 여신의 축복,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,11,2,0,얼티밋 다크 사이트,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,12,3,0,베놈 버스트,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,13,4,0,레디 투 다이,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,14,5,0,에르다 노바,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,15,6,0,에르다의 의지,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,16,7,0,블링크,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,17,8,0,에르다 샤워,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,18,9,0,로프 커넥트,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,19,10,0,쓸만한 홀리 심볼,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,20,11,0,쓸만한 홀리 파운틴,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,21,12,0,쓸만한 윈드 부스터,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,22,13,0,쓸만한 어드밴스드 블레스,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,23,14,0,쓸만한 컴뱃 오더스,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,24,15,0,쓸만한 하이퍼 바디,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,25,16,0,쓸만한 샤프 아이즈,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,26,17,0,쓸만한 미스틱 도어,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,27,18,0,스파이더 인 미러,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,28,19,0,크레스트 오브 더 솔라,공용 코어,30,,,
523b655489c8151b353c89390f256590,손길,2026-01-05T00:00+09:00,나이트로드,0,character_v_core_equipment,29,1,0,일격필살 I,특수 코어,1,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,0,1,0,리미트 브레이크,직업 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,1,2,0,조인트 어택,직업 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,2,3,0,쉐도우 플래시,직업 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,3,4,0,에고 웨폰,직업 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,4,1,0,윈드 커터/윈드 스트라이크/스톰 브레이크 강화,강화 코어,60,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,5,2,0,기가 크래시/점핑 크래시/어스 브레이크 강화,강화 코어,60,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,6,3,0,터닝 드라이브/휠 윈드/롤링 커브/롤링 어썰터 강화,강화 코어,60,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,7,4,0,프론트 슬래시/스로잉 웨폰/플래시 어썰터/스핀 커터 강화,강화 코어,60,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,8,5,0,어퍼 슬래시/파워 스텀프/문 스트라이크/피어스 쓰러스트/쉐도우 스트라이크 강화,강화 코어,60,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,9,6,0,쉐도우 레인 강화,강화 코어,60,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,10,1,0,초월자 륀느의 기원,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,11,2,0,트랜센던트,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,12,3,0,오라 웨폰,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,13,4,0,바디 오브 스틸,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,14,5,0,에르다 노바,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,15,6,0,에르다의 의지,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,16,7,0,블링크,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,17,8,0,에르다 샤워,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,18,9,0,로프 커넥트,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,19,10,0,쓸만한 홀리 심볼,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,20,11,0,쓸만한 홀리 파운틴,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,21,12,0,쓸만한 윈드 부스터,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,22,13,0,쓸만한 어드밴스드 블레스,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,23,14,0,쓸만한 컴뱃 오더스,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,24,15,0,쓸만한 하이퍼 바디,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,25,16,0,쓸만한 샤프 아이즈,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,26,17,0,쓸만한 미스틱 도어,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,27,18,0,스파이더 인 미러,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,28,19,0,크레스트 오브 더 솔라,공용 코어,30,,,
5077ade4a558a15749275b44421672ff,봉짱,2026-01-05T00:00+09:00,제로,0,character_v_core_equipment,29,1,0,일격필살 I,특수 코어,1,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,0,1,0,조커,직업 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,1,2,0,블랙잭,직업 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,2,3,0,마크 오브 팬텀,직업 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,3,4,0,리프트 브레이크,직업 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,4,1,0,템페스트 오브 카드 강화,강화 코어,60,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,5,2,0,얼티밋 드라이브/코트 오브 암즈/더블 피어싱 강화,강화 코어,60,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,6,3,0,블랑 카르트 강화,강화 코어,60,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,7,4,0,로즈 카르트 피날레/트와일라이트 강화,강화 코어,60,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,8,5,0,팬텀 차지/브리즈 카르트/콜 오브 페이트 강화,강화 코어,60,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,9,6,0,탤런트 오브 팬텀 시프 I~IV 강화,강화 코어,60,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,10,1,0,메이플월드 여신의 축복,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,11,2,0,프리드의 가호,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,12,3,0,베놈 버스트,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,13,4,0,레디 투 다이,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,14,5,0,에르다 노바,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,15,6,0,에르다의 의지,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,16,7,0,블링크,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,17,8,0,에르다 샤워,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,18,9,0,로프 커넥트,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,19,10,0,쓸만한 홀리 심볼,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,20,11,0,쓸만한 홀리 파운틴,공용 코어,29,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,21,12,0,쓸만한 윈드 부스터,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,22,13,0,쓸만한 어드밴스드 블레스,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,23,14,0,쓸만한 컴뱃 오더스,공용 코어,29,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,24,15,0,쓸만한 하이퍼 바디,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,25,16,0,쓸만한 샤프 아이즈,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,26,17,0,쓸만한 미스틱 도어,공용 코어,29,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,27,18,0,스파이더 인 미러,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,28,19,0,크레스트 오브 더 솔라,공용 코어,30,,,
cb69a72111880d7a7def49bcd490dc61,잭페이트,2026-01-05T00:00+09:00,팬텀,0,character_v_core_equipment,29,1,0,일격필살 I,특수 코어,1,,,
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,나이트워커,0,character_v_core_equipment,0,1,0,쉐도우 스피어,직업 코어,30,,,
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,나이트워커,0,character_v_core_equipment,1,2,0,쉐도우 서번트 익스텐드,직업 코어,30,,,
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,나이트워커,0,character_v_core_equipment,2,3,0,쉐도우 바이트,직업 코어,30,,,
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,나이트워커,0,character_v_core_equipment,3,4,0,래피드 스로우,직업 코어,30,,,
a000cb02899fa71727b330f78a1d6903efe8d04e6d233bd35cf2fabdeb93fb0d,나잊,2026-01-05T00:00+09:00,나이트워커,0,character_v_core_equipment,4,1,0,퀸터플 스로우 강화,강화 코어,60,,,
